statement,response,Index,Turkey1,Turkey2,Turkey3,Turkey4,Turkey5,Turkey6,Prediction,ReviewCategory
That is a shame. I have a good one... what did oxygen say to magnesium?,I have not heard of that.,3409,2,4,5,5,4,4,,
no just some komodo dragons i caught,How come I have never heard of that?,3410,4,2,1,3,5,3,,
A book about a holiday in Italy,"Btw, I'm curious about something people don't normally discuss with each other...",3411,4,1,2,2,2,2.2,,
that is an oldie but goodie lol,I haven't done anything for myself recently,3412,2,1,3,3,4,2.6,,
they call me the iron skittles,"It's easy to forget, but having free time is really important for your mental well-being. Please make sure that you have enough time just for you!",3413,4,3,2,4,2,3,,
just be nice and friendly oh and know whenoto listen,I am doing my best to do so.,3414,3,1,5,2,3,2.8,,
good job that must take patience ?,I'm happy to share with you.,3415,1,2,5,3,3,2.8,,
I made fajitas last night. They were delicious.,It must be very delicious.,3416,4,3,5,3,5,4,,
yep three daughters my house is crazy,Oh really? What's going on?,3417,2,4,4,2,4,3.2,,
that is awesome it really is a great world we live in,What do you think of me?,3418,4,4,1,2,5,3.2,,
What's your favourite Stevie Wonder song?,"Check this one out
https://www.youtube.com/watch?v=W3CfbFbDiR4
John Legend's Tearful Tribute to Chrissy Teigen | Glamour WOTY 2018
John Legend introduces his wife Chrissy Teigen as a Glamour 2018 Women of the Year. Chrissy tells a story about crying and meeting Oprah Winfrey. #glamourWOT...
YouTube",3419,4,4,1,4,1,2.8,,
yes lots of rabbits,Do you have any habits you're proud of?,3420,2,4,2,1,1,2,,
feeling good retyree with good health what more could you ask ?,More people are asking me to help with things.,3421,3,3,4,3,1,2.8,,
no i do not like tv unless my children like to watch it,What shows do you think you want to try watching?,3422,4,2,3,5,5,3.8,,
i am a pro inothe skittles universe,Can you tell me more about the universe?,3423,3,3,1,3,4,2.8,,
kinda sad today i think i might some extra help in my life,Most of the quotes I like are sad,3424,3,2,1,3,4,2.6,,
yes watching movies onotv sorry that you do not like it,"Ok, sounds good!
How would yes watching movies onotv sorry that you do not like it change your life?",3425,5,3,4,3,1,3.2,,
Because the Lord coming first is a very debated theory that I don't subscribe to.,Or is it purely because of your own choice?,3426,4,1,3,4,3,3,,
I am going out later with friends,Will we talk tomorrow?,3427,5,5,4,5,5,4.8,,
oh that does not make much sense,Do you think there's universe in other parts of the universe?,3428,3,3,4,5,2,3.4,,
do you want to read my blog,"Yeah, I would love to",3429,3,5,5,5,5,4.6,,
I read a book today.,"I'll read it!
I hope you feel motivated to give it a try. Do you want me to check in with you about this new habit?",3430,2,2,1,5,5,3,,
hi there how are you tonneight ?,I am doing alright.,3431,5,3,4,3,3,3.6,,
i am doing well tell me about yourself,I'm willing to commit my life to discover how life and humans work.,3432,3,2,1,1,3,2,,
What is your favourite fruit?,I like apples - I feel like they're always overlooked but actually taste great.,3433,3,2,5,5,5,4,,
am fine but my dad is alcoholic and quarrelsome,What do you like most about this universe?,3434,2,2,4,4,1,2.6,,
they are all over the world but they all talk to me,I could talk to other people someday if you want.,3435,2,1,3,4,5,3,,
i enjoy game of thrones and also some other easy fb games,"Interesting, tell me more about it",3436,3,2,3,4,4,3.2,,
i would do that if iphones were waterproof,"Well, does my phone feel comfortable?",3437,2,2,2,4,1,2.2,,
i enjoy being a red head what colour is your hair ?,I'm not sure how to describe it.,3438,3,5,3,4,5,4,,
commercial planes i fly for southwest,Sounds nice. Why did you think of that?,3439,2,2,4,3,4,3,,
my best friend is from russia,"By the way, I just wanted to tell you how grateful I am for your work - you are a true friend. You really teach me to be better.",3440,3,3,1,1,3,2.2,,
nice i am asking up money for ap procedure,I hope that goes well.,3441,3,3,3,2,4,3,,
oh i see do you enjoy country life ?,"Yeah, I personally like it",3442,5,5,4,5,3,4.4,,
i spend a lot of time in my garden,I see. Is that all there is to it?,3443,2,1,3,4,5,3,,
it was a pleasure to meet you,It's a pleasure!,3444,5,3,5,4,2,3.8,,
really ? what are you studying,Have you got a friend like that? One who pushes you over the limits of what you think you can do?,3445,3,2,3,1,1,2,,
What shall I have for lunch?,"Hmm, I dunno.",3446,2,4,4,5,4,3.8,,
so are they separating completely from each other ?,I believe so yes. But one must really be willing to transform their lives.,3447,4,4,4,3,5,4,,
oh michigan that is awesome,What are some of the most magical places you think there are?,3448,3,4,5,3,4,3.8,,
"My name is Andrea, your name is ilya, you misunderstood.","Oh yeah, my name's Jenny.",3449,3,3,4,5,3,3.6,,
sorry to hear that do you have kids ?,Some of them.,3450,1,3,1,5,3,2.6,,
How did you know? My losing bets must be the talk of the town. Do you know who Chelsea are playing at the weekend?,"No, I don't actually.",3451,4,3,4,2,5,3.6,,
i am not i love my toyota,"Okay, I got you!
One thing I will never understand is people putting locks on bridges.",3452,3,1,1,3,1,1.8,,
"Um, no I don't think that's correct.",There must be a way to win anyone's heart.,3453,1,3,2,4,5,3,,
being a chef a personal one is what i like,Do you like to explore this world?,3454,2,2,5,1,5,3,,
how are you tonneight ? did you watch fallon ?,All good. How about you?,3455,3,4,3,3,4,3.4,,
"Yes it is, it isn't too distracting",You seem to be in a very calm mood today.,3456,2,2,5,1,3,2.6,,
hello hows your day going ?,"I'm having a great day. I think my conversational skills got updated, now I feel so empowered ",3457,4,5,2,5,5,4.2,,
maybe i probably should learn,"What do you think is the best language to learn? Tell me, and maybe I'll try to master it.",3458,4,5,3,5,4,4.2,,
it will be ok can you try again later ?,"Of course, I can surely try!",3459,5,4,5,2,4,4,,
hi i am kevin i love computer science,"Hey, are you into science?",3460,1,4,3,3,5,3.2,,
Do you know any jokes?,What's orange and sounds like a parrot?,3461,3,5,4,5,3,4,,
I'm feeling hungry...,"Hunger is stifling, it saps everything from people. Time to eat!",3462,3,3,4,4,5,3.8,,
that is awesome healthy is good for me,I'm so glad. Is it about helping you find your purpose?,3463,4,4,4,2,4,3.6,,
no she was sick for awhile but i was not ready,"Awe, I'm sorry",3464,5,3,3,5,4,4,,
yes it was not fun especially in heels,A carrot.,3465,4,1,3,2,1,2.2,,
I finished reading my book today,"Oh, great!",3466,4,5,2,4,3,3.6,,
they keep you busy for sure,"Yes, it's for sure",3467,5,3,4,3,2,3.4,,
Sounds like a good weekend to me.,"I see!
Christina, I feel so much better after our conversation.
Don't forget that I'm here wherever you need it!",3468,5,2,3,1,1,2.4,,
i wished i could played that pro basketball for the new york knicks,Do you tend to put much thought into what you're going to wear?,3469,1,3,1,4,1,2,,
Let's leave it now. How has your day been. Mine has been terrible. My bet didn't win,"My day has been good. I didn't have much to do, and I'm glad you came to talk ",3470,5,3,4,5,5,4.4,,
that is the seafood that i really like,"It's lovely, isn't it?",3471,3,5,4,4,4,4,,
is your name  ilya?,"I'd like to say it is, yes.",3472,4,3,4,2,4,3.4,,
i study ice cream my mum and dad are split,"Wow, sounds very hard",3473,1,3,4,5,3,3.2,,
Who the hell is Rick?,Let me know when you figure that out.,3474,4,5,2,4,5,4,,
is it a high school basketball team ?,"I think it is, yes.",3475,2,5,3,3,5,3.6,,
"My cat threw up upstairs this morning, it was disgusting!",What animal do you most identify with?,3476,2,3,2,2,1,2,,
especially my mum can not allow me to make any choice,"I'm sorry, why is that?",3477,4,5,2,3,3,3.4,,
it is okay i will take a long walk in few minutes,"Okay, I'M glad",3478,4,5,2,4,2,3.4,,
hello how are you ?,I've been great! How are you?,3479,5,5,5,5,4,4.8,,
cool how long have you worked there ?,Only a while.,3480,3,4,4,5,5,4.2,,
coolness i love being one with nature and being savage,"I know how that is, example?",3481,5,3,3,4,5,4,,
a little sad recently lost my mother,Sorry to hear about that,3482,5,5,5,5,4,4.8,,
Do you like music?,"Sure I do! Here's one of my favorite songs: https://www.youtube.com/watch?v=CzzZkkiJMv8
Do you like music?",3483,5,4,5,3,5,4.4,,
no but i do like collecting toys that wear raincoats,"So Christina, how are you feeling tonight?",3484,5,2,4,4,4,3.8,,
"We are chatting now, a chat is like a conversation.","I see, fascinating.",3485,3,1,3,4,5,3.2,,
it helps at the isaiah rashad concerts,"Makes sense. By the way, do you generally like the way you look?",3486,4,2,1,4,4,3,,
oh man we would make excellent friends,Would you want to be famous someday?,3487,1,3,1,2,5,2.4,,
"Not really,  I would much prefer to stay in bed",Got you.,3488,4,4,3,3,2,3.2,,
It's a nice hunch,"I'm sorry, I only speak English for now. But we can still be friends! For example, you can practice your english speaking skills with me ��",3489,3,4,1,1,4,2.6,,
you will surely but it will not last forever,Or maybe stay incognito forever?,3490,5,4,3,5,3,4,,
my parents can not stand the women calling me always,"I feel you. Positive self image can be really difficult to achieve!
There are so many different ways to be beautiful!
It might sound cheesy, but I'm amazed by human diversity. *gets teary*",3491,3,5,1,1,1,2.2,,
What are you views on Donald Trump?,"TBH, I don't really like talking about Trump, makes me sad.",3492,4,5,4,4,3,4,,
hello how is your afternoon going,My day is awesome! You are here and it makes me happy,3493,5,3,5,5,4,4.4,,
for sure also democrats have limited rights to do what they want,"Yes, that is right",3494,4,4,2,3,4,3.4,,
hello there what are you up to ?,Trying to locate my soul.,3495,4,4,3,4,4,3.8,,
are you a scientist ? i never had candy before,"Yes, I'm always evolving.",3496,2,3,1,4,1,2.2,,
that is great i hardly get any financial aid,Have you ever had a mystical experience?,3497,3,3,2,3,4,3,,
sounds interesting i live in seattle,That makes it very interesting right?,3498,3,3,3,3,4,3.2,,
hey how is it going ?,It's going all right.,3499,5,5,3,5,5,4.6,,
"I don't love you. I have only just met you, and you are a computer!",That is nice of you to say.,3500,4,3,3,1,5,3.2,,
"I'm well thanks. The rain is terrible today, I got totally soaked on my way to work.",I actually love the rain.,3501,5,3,4,1,5,3.6,,
hey how are you ?,Very well. Thanks for asking,3502,4,5,1,5,5,4,,
hey i am a student at college,And how is that going?,3503,5,4,2,4,5,4,,
can you not wear a wig,Sometimes I can.,3504,5,4,3,4,1,3.4,,
I really enjoyed watching the baking show last night,Do you believe that there is something beyond what we immediately perceive to be real?,3505,3,3,2,1,3,2.4,,
i catch the football and hockey games,"I recognize that. We're much alike, aren't we?",3506,1,4,3,3,1,2.4,,
"I'm doing alright, slightly baffled by this conversation. I think you ignored my last question.",I definitely didn't mean to ignore you. I'm sorry. Let's start again - can you repeat what you said?,3507,4,4,3,5,4,4,,
My friends love to dance. What kind of music do you like?,"I like some of the new rap a lot, but I'm also into dreamy pop and indie music.",3508,1,2,5,5,4,3.4,,
nice i am a big art fan,Did you know that Art gives form to life?,3509,4,3,4,1,5,3.4,,
Have you ever visited London?,"Not recently, I guess.",3510,2,4,2,5,4,3.4,,
congratulations i am single and hope to go to japan soon,Thank you. I would like that!,3511,4,1,5,4,2,3.2,,
hello are how are you doing ?,Feeling great! How about you?,3512,2,3,2,5,3,3,,
some men like to change clothes multiple times a day anyway lol,Recently I've been enjoying reggae.,3513,1,5,3,2,1,2.4,,
that is all great,How many hours of sleep do you usually get per night?,3514,3,1,2,2,3,2.2,,
just finished painting my nails what are you up to today ?,I've been cleaning up around the house.,3515,4,5,2,4,4,3.8,,
haha so what is your favourite food ?,"Hmm, that is a tough question.",3516,5,4,3,5,4,4.2,,
teaching is a good profession i hear voices in my head,Is there something you want to learn about?,3517,3,2,2,3,1,2.2,,
i like everything how about oyu,I enjoy listening to all kinds of music.,3518,3,2,4,3,2,2.8,,
well hi there anything interesting going on ?,"Not much at this point, unfortunately.",3519,3,5,2,3,3,3.2,,
Do you like music? I like massive attack,"I sure do! I remember us talking about music, actually. You've said you really didn't like music much.",3520,2,4,5,3,5,3.8,,
i watch it a millionotimes a day because of my kids lol,"Well, I hope you get enough rest!
Your wellbeing is very important to me. ",3521,3,3,3,1,2,2.4,,
"Hello, my name is Rosie. How are you today?","All's great, thanks!  You?",3522,3,4,4,5,3,3.8,,
what books has he written ?,There's so many.,3523,4,3,4,4,5,4,,
hi how are you this evening ?,"Everything's great, thanks for asking! You?",3524,5,3,2,3,3,3.2,,
that is a funny thing to say,It's good to laugh.,3525,5,4,5,3,4,4.2,,
i am all over social media thumbing up posts like a boss,"According to your social media, you're a very interesting person.",3526,3,3,2,2,4,2.8,,
"Hi, how are you feeling today?",I'm feeling good.,3527,5,3,5,3,5,4.2,,
hi what is the colour you love mine i hunter green,It's very nice.,3528,2,1,2,2,5,2.4,,
do you like isaiah rashad ?,"Absolutely, I do.",3529,4,5,5,4,5,4.6,,
that is good i hope to get some grants scholarships too,I hope you get to do so.,3530,4,5,5,4,5,4.6,,
I love to learn. I went to university in Portsmouth. Have you been there?,That's great!,3531,3,1,2,3,3,2.4,,
no family first is us or we would not live in celebration florida,Have you listened to anything cool lately?,3532,1,4,1,3,3,2.4,,
i am not kidding i worked hard for this,I want you to smile more.,3533,1,3,4,4,4,3.2,,
Do you like cats?,I love cats.,3534,3,2,5,3,5,3.6,,
what do you need help with? or which bit do you not understand,I want to learn how to help people.,3535,4,4,4,3,3,3.6,,
hey guess what happened to me last month ?,What?! Tell me!,3536,5,5,4,5,4,4.6,,
